seed,error_rbf,error_ngsm,error_dkl,error_sdnreal,error_sdncomplex
42,1.0000011920928955,0.29499346017837524,21.345258712768555,0.9636077880859375,0.9483125805854797
43,1.0000004768371582,0.7332220077514648,29.25471305847168,0.5742418766021729,0.2735309600830078
44,1.000000238418579,0.9051539897918701,16.622272491455078,0.8166550993919373,0.8228139877319336
45,,,,,
46,1.0000004768371582,0.6887328624725342,18.05765151977539,0.5008903741836548,0.8892160058021545
